Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio machaon,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio zelicaon,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio anubis,Complete,Dfam,,Curated Dfam,Dfam,17
Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus hermaphroditus,Complete,Dfam,,Curated Dfam,Dfam,19
Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes platypus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Parasteatoda tepidariorum,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Lepidosauria,Squamata,Gekkonidae,Paroedura picta,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,155
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten maximus,Complete,Dfam,,Curated Dfam,Dfam,61
Animalia,Chordata,Class not identified Chordata,Testudines,Pelomedusidae,Pelusios castaneus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,441
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope pileata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,66
Animalia,Chordata,Mammalia,Perissodactyla,No trobat,Perissodactyla,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus longimembris pacificus,Complete,Dfam,,Curated Dfam,Dfam,47
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus maniculatus bairdii,Complete,Dfam,,,Dfam,44
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus maniculatus,Complete,Dfam,,,Dfam,44
Animalia,Chordata,Mammalia,Rodentia,Petromuridae,Petromus typicus,Complete,Dfam,,Curated Dfam,Dfam,11
Animalia,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Petromyzon marinus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,147
Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon lepturus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,23
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax carbo,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,94
Animalia,Chordata,Mammalia,Pholidota,Manidae,Phataginus tricuspis,Complete,RM2+MCH,Dfam,Uncurated Dfam,RM2+MCH,230
Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena phocoena,Complete,Dfam,,Curated Dfam,Dfam,15
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus ruber ruber,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,37
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus discolor,Complete,Dfam,,Curated Dfam,Dfam,30
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus tephrosceles,Complete,Dfam,,Curated Dfam,Dfam,16
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada fucata,Complete,Dfam,,Curated Dfam,Dfam,11
Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada imbricata,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus kuhlii,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus pipistrellus,Complete,Dfam,,Curated Dfam,Dfam,20
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia pithecia,Complete,Dfam,,Curated Dfam,Dfam,7
Animalia,Chordata,Mammalia,Artiodactyla,Platanistidae,Platanista minor,Complete,Dfam,,Curated Dfam,Dfam,20
Animalia,Chordata,Mammalia,Primates,No trobat,Platyrrhini,Complete,Dfam,,Dfam no especie,Dfam,59
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus donacophilus,Complete,Dfam,,Curated Dfam,Dfam,14
Animalia,Arthropoda,Insecta,Lepidoptera,Plutellidae,Plutella xylostella,Complete,Dfam,,Curated Dfam,Dfam,5
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvianellus socialis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,63
Animalia,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus strigoides,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,57
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus podiceps,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,76
Animalia,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,Polyodon spathula,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,214
Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus laevis,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo abelii,Complete,Dfam,,Curated Dfam,Dfam,6
Animalia,Chordata,Mammalia,Artiodactyla,Pontoporiidae,Pontoporia blainvillei,Complete,Dfam,,Curated Dfam,Dfam,17
Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Potamilus streckersoni,Complete,Dfam,,Curated Dfam,Dfam,19
Animalia,Chordata,Mammalia,Primates,No trobat,Primates,Complete,Dfam,,Dfam no especie,Dfam,51
Animalia,Chordata,Mammalia,Primates,No Familia Metazoa;Chordata;Mammalia;Primates;No trobat;primates,Primates,Complete,Dfam,Repbase,No especie Repbase,Dfam,51
Animalia,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus arcanus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus pacificus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,Pristis pectinata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,281
Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia capensis capensis,Complete,Dfam,,Curated Dfam,Dfam,18
Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur simus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,155
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus coquereli,Complete,Dfam,,Curated Dfam,Dfam,31
Animalia,No trobat,No trobat,No trobat,No trobat,Protostomia,Complete,Dfam,,Dfam no especie,Dfam,1
Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys obesus,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Chordata,Aves,Pterocliformes,Pteroclidae,Pterocles orientalis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,57
Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus parnellii,Complete,Dfam,,Curated Dfam,Dfam,24
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura brasiliensis,Complete,Dfam,,Curated Dfam,Dfam,16
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus alecto,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus vampyrus,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Hemichordata,Enteropneusta,Not order identified Enteropneusta,Ptychoderidae,Ptychodera flava,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus mauretanicus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,64
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma concolor,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix nemaeus,Complete,Dfam,,Curated Dfam,Dfam,15
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer tarandus,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Complete,Dfam,Repbase,No especie Repbase,Dfam,44
Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus norvegicus,Complete,Dfam,,Curated Dfam,Dfam,22
Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea americana,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,10
Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea pennata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,8
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus ferrumequinum,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus sinicus,Complete,Dfam,,Curated Dfam,Dfam,61
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus bieti,Complete,Dfam,,Curated Dfam,Dfam,16
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus roxellana,Complete,Dfam,,Curated Dfam,Dfam,24
Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Rhizomys pruinosus,Complete,Dfam,,Curated Dfam,Dfam,95
Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea florida,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,358
Animalia,Chordata,Mammalia,Rodentia,No Familia Metazoa;Chordata;Mammalia;Rodentia;No trobat;rodentia,Rodentia,Complete,Dfam,Repbase,No especie Repbase,Dfam,44
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus aegyptiacus,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes philippinarum,Complete,Dfam,,Curated Dfam,Dfam,62
Animalia,Hemichordata,Enteropneusta,Not order identified Enteropneusta,Harrimaniidae,Saccoglossus kowalevskii,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea glomerata,Complete,Dfam,,Curated Dfam,Dfam,48
Animalia,Arthropoda,Thecostraca,Thecostraca,Sacculinidae,Sacculina carcini,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,503
Animalia,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittarius serpentarius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,60
Animalia,Chordata,Mammalia,Primates,Cebidae,Saguinus imperator,Complete,Dfam,,Curated Dfam,Dfam,12
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Saiga tatarica tatarica,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri boliviensis,Complete,Dfam,,Release 1.2,Dfam,59
Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Salarias fasciatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,450
Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia ricini,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,246
Animalia,Arthropoda,Insecta,Neoptera,Sarcophagidae,Sarcophaga rosellei,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,340
